ROWID,Country,State lgd code,State,YearCode,Year,Number of factories,Fixed capital,Working capital,Physical working capital,Productive capital,Invested capital,Number of workers,Persons engaged in factories ,Total emoluments,Total inputs,Value of gross output,Net value added,Gross value added,Net fixed capital formation,Gross fixed capital formation,Gross capital formation
687,India,28,Andhra Pradesh,2005,"Financial Year (Apr - Mar), 2005",9255.32353965015005718740,2304975.90247343081278235158,313462.97866885285293747892,1203592.40125506295597705098,2618438.88114228366571983050,3508568.30372849376875940256,480469.69420024363219295018,570110.34551387486071706204,309141.28769622203872774854,5690771.37229939374997885078,6917546.04372501803811307476,1035210.57558915544131726296,1226774.67142562428813422398,233091.13236677880128824384,424655.22820324764810520486,630183.19818063388091408326
688,India,28,Andhra Pradesh,2006,"Financial Year (Apr - Mar), 2006",9307.49097442081904737674,2994597.15183928849460834308,950844.11054593409564397898,1428761.11734812982387878786,3945441.26238522259025232206,4423358.26918741831848713094,492705.00918229918838634662,590479.67726348742339200310,362313.38519944076654837538,7444300.56173684713256794678,9270795.58019179700847995976,1587068.18044282094973661660,1826495.01845494987591201298,433966.23608338334371371796,673393.66024646474931597040,889526.27325610877280468632
689,India,28,Andhra Pradesh,2007,"Financial Year (Apr - Mar), 2007",9812.75309545808499730046,3766079.65707747045172481812,1258191.77632756908819218392,1851324.37280197839753471458,5024271.43340503953991700204,5617404.02987944884925953270,505504.78753159243264212884,610338.47153349040527531590,457744.03562166377355664792,8578405.35372642651418594082,10699204.42081748669681825556,1843900.77098882645640271468,2120799.06709106018263231474,585529.04631884618416572034,862427.34242107991039532040,1336398.38101118413703513336
690,India,28,Andhra Pradesh,2008,"Financial Year (Apr - Mar), 2008",9907.70954975975214798218,4360934.95120121679659730912,1326951.97226102569382287040,2063688.03518717970633896470,5687886.92346224249042017952,6424622.98638839650293627382,533296.54879245197759535768,640987.71868768715615183724,521325.58788996464291404430,10061344.98976318224179721054,12450005.07757114834739239226,2079126.66512453533030072904,2388660.08780796610559518172,772110.85905923990270617136,1081644.28174267067800062404,1330539.21609019978618195760
691,India,28,Andhra Pradesh,2009,"Financial Year (Apr - Mar), 2009",10054.24728787960886199718,7636405.08875150201094619512,1661457.18397293749146604726,2571371.54580913816860506856,9297862.27272443950241224238,10207776.63456064017955126368,551899.22157129154772613390,663024.06374615120880541294,630575.33316784261748078740,10825915.60296972679742702606,13742997.22209837348745571444,2298290.26470945047006213122,2343946.14854902550730750068,932697.46320812351960721744,1551488.81762731973957377460,1736101.16316738258387786402
692,India,28,Andhra Pradesh,2010,"Financial Year (Apr - Mar), 2010",15407.56393687421433839316,9384791.97588285338172707674,2376670.95622595190868133048,3870677.70839647169476186906,11761462.93210880529040840722,13255469.68427932507648894580,609874.23997912669920531638,762519.08487286656163360552,821726.19258281346836422612,16123281.79894636106270465482,20137812.67410033369648076908,3386722.17448183291105593006,4014530.87515397263377611426,738459.34672644352747291070,1366268.04739858325019309490,2247008.50402797789385229788
693,India,28,Andhra Pradesh,2011,"Financial Year (Apr - Mar), 2011",16241.07059129995932771048,14884660.43062017507838260218,3079783.64206502855845325500,4220472.08155285686251851496,17964444.07268520363683585718,19105131.92602207946147426108,651135.16397701099388394796,798799.48422753316631629528,971017.66787741852974899600,18262260.92397952314870452652,22914619.57803636634845145856,3930303.32788648891226771650,4652358.06790589072032007598,645632.96498608661398611274,1367688.29115644090146532828,2054992.48580714740892931460
694,India,28,Andhra Pradesh,2012,"Financial Year (Apr - Mar), 2012",15358,13081848,1983315,3605831,15065163,16687679,406048,503615,739248,17580868,20712819,2382242,3131951,651633,1401341,1480151
695,India,28,Andhra Pradesh,2013,"Financial Year (Apr - Mar), 2013",15719,14862643,2222432,4601317,17085075,19463961,415127,522057,911322,23558737,26268382,1862780,2709645,527756,1374620,1967660
696,India,28,Andhra Pradesh,2014,"Financial Year (Apr - Mar), 2014",16012,14824439,568138,4766145,15392577,19590584,424075,528417,1029148,21689821,25191880,2808114,3502059,823370,1517315,1648246
697,India,28,Andhra Pradesh,2015,"Financial Year (Apr - Mar), 2015",16340,16820478,1666725,4548320,18487203,21368799,417989,520056,1115359,19497041,23377645,3119878,3880604,1512105,2272830,2400928
698,India,28,Andhra Pradesh,2016,"Financial Year (Apr - Mar), 2016",16246,18632079,-198423,5212273,18433656,23844352,456946,564017,1253334,23042788,26583434,2611022,3540646,1474278,2403902,2882076
699,India,28,Andhra Pradesh,2017,"Financial Year (Apr - Mar), 2017",16296,18444500,1433683,5549586,19878183,23994086,486846,597292,1413502,26499187,31121259,3536269,4622072,413760,1499563,1994931
700,India,28,Andhra Pradesh,2018,"Financial Year (Apr - Mar), 2018",16739,18875049,3980924,6558372,22855973,25433421,512694,633142,1569781,32713649,37614334,3112374,4900685,312541,2100851,2770188
701,India,29,Karnataka,1991,"Financial Year (Apr - Mar), 1991",5850,479156,174537,406653,653693,885809,311152,433848,110041,1119610,1517364,342143,397753,19293,74903,136015
702,India,29,Karnataka,1992,"Financial Year (Apr - Mar), 1992",6165,676175,291456,445455,967631,1121630,320351,442737,152105,1278358,1754241,412190,475882,84387,148080,190039
703,India,29,Karnataka,1993,"Financial Year (Apr - Mar), 1993",6094,741479,349652,441452,1091131,1182931,335068,460743,145234,1394129,1876181,413656,482052,90649,159045,168717
704,India,29,Karnataka,1994,"Financial Year (Apr - Mar), 1994",6184,1007963,368549,555387,1376512,1563350,351200,473134,194033,1777175,2449771,590619,672596,174055,256033,360526
705,India,29,Karnataka,1995,"Financial Year (Apr - Mar), 1995",6701,1257547,460192,714121,1717739,1971668,371416,518021,247204,2301242,3084514,674966,783272,228990,337296,464620
706,India,29,Karnataka,1996,"Financial Year (Apr - Mar), 1996",6463,1609713,600424,864347,2365065,2395300,393443,533494,273565,2676783,3726782,811783,1026246,265158,414182,500157
707,India,29,Karnataka,1997,"Financial Year (Apr - Mar), 1997",6955,2484496,809188,763814,3293684,3248310,471870,628044,305760,3230487,4269078,864723,1038591,360320,534188,549750
708,India,29,Karnataka,1998,"Financial Year (Apr - Mar), 1998",7442,3649950,526728,907129,4176678,4557079,414874,559213,310653,3483320,4616679,930911,1133359,938024,1140472,1179013
709,India,29,Karnataka,1999,"Financial Year (Apr - Mar), 1999",6953,2706031,615639,921538,3321670,3627569,368748,491789,292725,3252752,4250451,834736,997699,396674,559637,686126
710,India,29,Karnataka,2000,"Financial Year (Apr - Mar), 2000",7010,2633063,596721,935408,3229784,3568471,359199,474151,312773,3604688,4625883,830163,1021194,156654,347685,434325
711,India,29,Karnataka,2001,"Financial Year (Apr - Mar), 2001",6987,3161024,366653,1053299,3527677,4214323,366404,487732,347563,4284318,5513481,977126,1229161,118439,370475,448223
712,India,29,Karnataka,2002,"Financial Year (Apr - Mar), 2002",6956,3307273,447806,1142916,3755079,4450189,370217,485917,378532,5111761,6568082,1165426,1456320,19053,309949,334277
713,India,29,Karnataka,2003,"Financial Year (Apr - Mar), 2003",7067,3542898,648039,1194798,4190885,4737762,388217,507410,405139,6375201,8080073,1384381,1704872,-36040,284451,316749
714,India,29,Karnataka,2004,"Financial Year (Apr - Mar), 2004",7596,3836252,848190,1539515,4684442,5375766,431196,553457,468195,8478165,10884648,2053182,2406483,254124,607425,930688
715,India,29,Karnataka,2005,"Financial Year (Apr - Mar), 2005",7835,4368896,1141393,1831840,5510289,6200736,498526,641864,562560,10674480,13117752,2089464,2443272,796938,1150745,1415518
716,India,29,Karnataka,2006,"Financial Year (Apr - Mar), 2006",7827,4975429,928442,2069905,5903871,7045334,551364,712260,682716,12686442,16274620,3129507,3588178,568906,1027577,1370972
717,India,29,Karnataka,2007,"Financial Year (Apr - Mar), 2007",8443,5996709,1239207,2625688,7235916,8622398,567836,724075,835879,14472015,18425766,3465815,3953751,833501,1321436,1903410
718,India,29,Karnataka,2008,"Financial Year (Apr - Mar), 2008",8451,8669455,-735401,2889277,7934054,11558732,598070,770133,958062,17704363,22581276,4253250,4876913,1696640,2320302,2526123
719,India,29,Karnataka,2009,"Financial Year (Apr - Mar), 2009",8541,9638244,793518,3050776,10431762,12689020,584140,886706,1050929,18972217,23325405,3669992,3919281,1986172,2669368,3181862
720,India,29,Karnataka,2010,"Financial Year (Apr - Mar), 2010",10722,10868616,4725400,4476006,15594016,15344622,609005,781716,1325360,23701687,28594965,4086077,4893279,1793007,2600209,3557442
721,India,29,Karnataka,2011,"Financial Year (Apr - Mar), 2011",11460,13192146,4892179,5169882,18312738,18467251,706123,906473,1572295,28212751,33767314,4620311,11250740,2199273,3133526,4099326
722,India,29,Karnataka,2012,"Financial Year (Apr - Mar), 2012",11753,14515109,4875141,6241369,19390250,20756478,665597,862203,1914771,33559664,39950881,5347936,6391217,1742671,2785952,3373519
723,India,29,Karnataka,2013,"Financial Year (Apr - Mar), 2013",12107,16731050,5384211,6608916,22115261,23339966,705941,927392,2069905,37702681,44469973,5533356,6767292,913544,2147479,2901679
724,India,29,Karnataka,2014,"Financial Year (Apr - Mar), 2014",12566,16902324,4573729,6459882,21476053,23362206,748372,974022,2398260,39005143,46186619,5699577,7181476,523881,2005780,2023483
725,India,29,Karnataka,2015,"Financial Year (Apr - Mar), 2015",12973,17373585,5184634,6560601,22558219,23934186,768736,1005074,2612304,35903771,43772310,6426541,7868539,814596,2256594,2556890
726,India,29,Karnataka,2016,"Financial Year (Apr - Mar), 2016",13344,18122114,5900889,7065744,24023003,25187858,827665,1065021,3119727,40435530,50164690,8276614,9729160,606935,2059482,2595321
727,India,29,Karnataka,2017,"Financial Year (Apr - Mar), 2017",13518,19018695,5544690,7838556,24563385,26857251,828689,1065346,3323933,42675431,52893789,8721906,10218358,592043,2088495,2955372
728,India,29,Karnataka,2018,"Financial Year (Apr - Mar), 2018",13789,20716277,6144195,8518634,26860472,29234911,842367,1076026,3505600,47332118,57908052,8847067,10575933,980096,2708962,3673197
729,India,30,Goa,1991,"Financial Year (Apr - Mar), 1991",243,33649,13848,26465,47497,60114,14179,19630,6208,110420,141571,27646,31151,6355,9860,13573
730,India,30,Goa,1992,"Financial Year (Apr - Mar), 1992",244,36078,12186,23519,48264,59597,12462,17280,5821,87736,112916,21552,25181,6507,10136,17774
731,India,30,Goa,1993,"Financial Year (Apr - Mar), 1993",256,57036,19102,36303,76138,93339,14163,20013,8638,148971,192013,37697,43041,9830,15175,15489
732,India,30,Goa,1994,"Financial Year (Apr - Mar), 1994",248,53469,21025,35016,74494,88485,13132,18209,9064,140760,178255,32821,37495,5548,10222,11979
733,India,30,Goa,1995,"Financial Year (Apr - Mar), 1995",304,76709,28546,49415,105255,126124,15453,21058,11433,202330,259993,51233,57663,14259,20689,28763
734,India,30,Goa,1996,"Financial Year (Apr - Mar), 1996",341,114513,37430,75396,153893,186190,17269,23816,14459,273292,333198,111582,72651,18173,26710,36889
735,India,30,Goa,1997,"Financial Year (Apr - Mar), 1997",341,160459,64989,78948,225448,239407,18873,27656,20208,331036,431146,88135,100110,21851,33826,37049
736,India,30,Goa,1998,"Financial Year (Apr - Mar), 1998",423,192457,56190,83658,248647,276115,18672,25556,16612,380547,512420,117042,131873,15414,30245,29761
737,India,30,Goa,1999,"Financial Year (Apr - Mar), 1999",477,250296,60783,110266,311079,360562,20968,28981,22325,545328,696293,127632,150965,34665,57998,75594
738,India,30,Goa,2000,"Financial Year (Apr - Mar), 2000",523,278059,107504,129542,385563,407601,21255,31090,25102,636167,808931,147048,172764,12512,38228,60753
739,India,30,Goa,2001,"Financial Year (Apr - Mar), 2001",506,303001,67347,124474,370348,427475,20739,28727,25462,645002,833138,160151,188136,40582,68567,62220
740,India,30,Goa,2002,"Financial Year (Apr - Mar), 2002",543,342420,36312,152479,378732,494899,24318,35061,31245,680876,895739,181961,214865,3528,36432,57419
741,India,30,Goa,2003,"Financial Year (Apr - Mar), 2003",549,373884,80406,,454290,549799,25012,34457,34018,898199,1161999,228796,263800,16753,51757,68273
742,India,30,Goa,2004,"Financial Year (Apr - Mar), 2004",518,415697,131005,206502,546702,622199,28419,37581,41005,1203820,1542279,297092,338459,2440,43807,70896
743,India,30,Goa,2005,"Financial Year (Apr - Mar), 2005",543,392137,211307,223251,603444,615388,29968,39046,46098,1174727,1542114,329525,367387,31315,69177,108419
744,India,30,Goa,2006,"Financial Year (Apr - Mar), 2006",514,409597,277580,258041,687177,667639,31976,41620,52655,1484570,1883291,361251,398721,24195,61665,101508
745,India,30,Goa,2007,"Financial Year (Apr - Mar), 2007",522,450019,345133,307577,795152,757597,37617,50847,66061,1455295,1887257,390527,431962,48950,90385,137573
746,India,30,Goa,2008,"Financial Year (Apr - Mar), 2008",519,526496,238403,422849,764899,949345,40545,53107,77100,2209806,2752579,490164,542773,54897,107506,191473
747,India,30,Goa,2009,"Financial Year (Apr - Mar), 2009",520,656422,791873,664778,1448295,1321199,38891,51697,108295,2322519,2943495,564038,611058,52128,109065,127490
748,India,30,Goa,2010,"Financial Year (Apr - Mar), 2010",583,622109,514155,550317,1136264,1172426,36076,53152,126485,2593958,3249409,582752,655452,55340,128039,192276
749,India,30,Goa,2011,"Financial Year (Apr - Mar), 2011",586,860627,353903,640152,1214530,1500779,44710,65974,146370,2943698,4210182,1178219,1266484,86345,174610,275587
750,India,30,Goa,2012,"Financial Year (Apr - Mar), 2012",597,827836,177873,511637,1005709,1339474,37338,55831,149616,2527235,3659659,1059957,1132424,123648,196116,170821
751,India,30,Goa,2013,"Financial Year (Apr - Mar), 2013",618,793409,348753,526213,1142162,1319622,39618,56684,167754,2539663,3379150,763987,839487,16496,91995,139308
752,India,30,Goa,2014,"Financial Year (Apr - Mar), 2014",635,887143,622659,631387,1509802,1518530,45052,65610,224330,3179811,4654089,1368214,1474278,34651,140714,223162
754,India,30,Goa,2016,"Financial Year (Apr - Mar), 2016",647,996946,1112027,608996,2108973,1605942,44576,64324,245818,2893197,4401225,1367219,1508028,25226,166036,211314
755,India,30,Goa,2017,"Financial Year (Apr - Mar), 2017",715,1055445,1396634,784783,2452079,1840228,51377,76214,307252,3499376,5044696,1411722,1545319,13937,147534,243718
756,India,30,Goa,2018,"Financial Year (Apr - Mar), 2018",708,1135862,1022638,852002,2158500,1987864,54271,76522,317588,3710831,5224251,1373321,1513420,40674,180773,269971
757,India,32,Kerala,1991,"Financial Year (Apr - Mar), 1991",3702,311177,123506,152985,434683,464162,229801,280787,65188,617265,808236,165327,190971,18799,44443,64241
758,India,32,Kerala,1992,"Financial Year (Apr - Mar), 1992",3918,351824,113312,163051,465136,514875,271958,323981,74009,728397,935575,181355,207178,33967,59790,77087
759,India,32,Kerala,1993,"Financial Year (Apr - Mar), 1993",4035,383899,102212,173883,486111,557782,248823,309949,71204,678279,881398,181483,203119,47663,69299,85524
760,India,32,Kerala,1994,"Financial Year (Apr - Mar), 1994",4273,430597,159489,202290,590086,632887,294903,356842,93965,680318,934993,229008,254674,62732,88399,138364
761,India,32,Kerala,1995,"Financial Year (Apr - Mar), 1995",4307,638999,182797,277583,821796,916582,267972,327163,115252,1210854,1554922,303785,344068,100473,140756,174644
762,India,32,Kerala,1996,"Financial Year (Apr - Mar), 1996",4760,505844,169852,311093,692312,812701,255113,315995,131572,1386374,1668593,322188,339873,56816,99711,135609
763,India,32,Kerala,1997,"Financial Year (Apr - Mar), 1997",4897,829190,446567,316832,1275757,1146022,295663,360172,146702,1619665,1995730,325087,376064,80312,131289,139711
764,India,32,Kerala,1998,"Financial Year (Apr - Mar), 1998",4703,603159,278492,354494,881651,957653,231730,284861,114305,1625364,2089088,411838,463724,75877,127763,169608
765,India,32,Kerala,1999,"Financial Year (Apr - Mar), 1999",4845,631256,261338,360581,892594,991837,257790,303286,134530,2071666,2486296,362980,414630,47467,99116,140168
766,India,32,Kerala,2000,"Financial Year (Apr - Mar), 2000",4853,682688,248002,355094,930690,1037782,262981,313355,147090,2252893,2671055,355381,418162,3373,66155,30934
767,India,32,Kerala,2001,"Financial Year (Apr - Mar), 2001",4813,729964,270595,360748,1000559,1090712,257659,305183,150510,1993429,2396971,339725,403543,32528,96346,82770
768,India,32,Kerala,2002,"Financial Year (Apr - Mar), 2002",4687,679482,234636,366514,914118,1045996,227347,270549,144039,2236085,2665085,363410,429000,-871,64718,103168
769,India,32,Kerala,2003,"Financial Year (Apr - Mar), 2003",5491,692953,233152,418899,926105,1111852,272433,316611,157821,2705788,3183189,409114,477401,-11787,56500,84491
